,background,still,walk,front_groom,back_groom,abdomen-move
70,1,0,0,0,0,0
71,1,0,0,0,0,0
72,1,0,0,0,0,0
73,1,0,0,0,0,0
74,1,0,0,0,0,0
75,1,0,0,0,0,0
76,1,0,0,0,0,0
77,1,0,0,0,0,0
78,1,0,0,0,0,0
79,1,0,0,0,0,0
80,1,0,0,0,0,0
81,1,0,0,0,0,0
82,1,0,0,0,0,0
83,1,0,0,0,0,0
84,1,0,0,0,0,0
85,1,0,0,0,0,0
86,1,0,0,0,0,0
87,0,0,0,1,0,0
88,0,0,0,1,0,0
89,0,0,0,1,0,0
90,0,0,0,1,0,0
91,0,0,0,1,0,0
92,0,0,0,1,0,0
93,0,0,0,1,0,0
94,0,0,0,1,0,0
95,0,0,0,1,0,0
96,0,0,0,1,0,0
97,0,0,0,1,0,0
98,0,0,0,1,0,0
99,0,0,0,1,0,0
100,0,0,0,1,0,0
101,0,0,0,1,0,0
102,0,0,0,1,0,0
103,0,0,0,1,0,0
104,0,0,0,1,0,0
105,0,0,0,1,0,0
106,0,0,0,1,0,0
107,0,0,0,1,0,0
108,0,0,0,1,0,0
109,0,0,0,1,0,0
110,0,0,0,1,0,0
111,1,0,0,0,0,0
112,1,0,0,0,0,0
113,1,0,0,0,0,0
114,1,0,0,0,0,0
115,1,0,0,0,0,0
116,1,0,0,0,0,0
117,1,0,0,0,0,0
118,1,0,0,0,0,0
119,1,0,0,0,0,0
120,0,1,0,0,0,0
121,0,1,0,0,0,0
122,0,1,0,0,0,0
123,0,1,0,0,0,0
124,0,1,0,0,0,0
125,0,1,0,0,0,0
126,0,1,0,0,0,0
127,0,1,0,0,0,0
128,0,1,0,0,0,0
129,0,1,0,0,0,0
130,0,1,0,0,0,0
131,1,0,0,0,0,0
132,1,0,0,0,0,0
133,1,0,0,0,0,0
134,1,0,0,0,0,0
135,1,0,0,0,0,0
136,1,0,0,0,0,0
137,1,0,0,0,0,0
138,1,0,0,0,0,0
139,0,0,0,0,1,0
140,0,0,0,0,1,0
141,0,0,0,0,1,0
142,0,0,0,0,1,0
143,0,0,0,0,1,0
144,0,0,0,0,1,0
145,0,0,0,0,1,0
146,0,0,0,0,1,0
147,0,0,0,0,1,0
148,0,0,0,0,1,0
149,0,0,0,0,1,0
150,0,0,0,0,1,0
151,0,0,0,0,1,0
152,0,0,0,0,1,0
153,0,0,0,0,1,0
154,0,0,0,0,1,0
155,0,0,0,0,1,0
156,0,0,0,0,1,0
157,0,0,0,0,1,0
158,0,0,0,0,1,0
159,0,0,0,0,0,1
160,0,0,0,0,0,1
161,0,0,0,0,0,1
162,0,0,0,0,0,1
163,0,0,0,0,0,1
164,0,0,0,0,0,1
165,0,0,0,0,0,1
166,0,0,0,0,0,1
167,0,0,0,0,0,1
168,0,0,0,0,0,1
169,0,0,1,0,0,0
170,0,0,1,0,0,0
171,0,0,1,0,0,0
172,0,0,1,0,0,0
173,0,0,1,0,0,0
174,0,0,1,0,0,0
175,0,0,1,0,0,0
176,0,0,1,0,0,0
177,0,0,1,0,0,0
178,0,0,1,0,0,0
179,0,0,1,0,0,0
180,0,0,1,0,0,0
181,0,0,1,0,0,0
182,0,0,1,0,0,0
183,0,0,1,0,0,0
184,0,0,1,0,0,0
185,0,0,1,0,0,0
186,0,0,1,0,0,0
187,1,0,0,0,0,0
188,1,0,0,0,0,0
189,0,0,1,0,0,0
190,0,0,1,0,0,0
191,0,0,1,0,0,0
192,0,0,1,0,0,0
193,0,0,1,0,0,0
194,0,0,1,0,0,0
195,0,0,1,0,0,0
196,0,0,1,0,0,0
197,0,0,1,0,0,0
198,0,0,1,0,0,0
199,0,0,1,0,0,0
200,0,0,1,0,0,0
201,0,0,1,0,0,0
202,0,0,1,0,0,0
203,0,0,1,0,0,0
204,0,0,1,0,0,0
205,0,0,1,0,0,0
206,0,0,1,0,0,0
207,0,0,1,0,0,0
208,0,0,1,0,0,0
209,0,0,1,0,0,0
210,0,0,1,0,0,0
211,0,0,1,0,0,0
212,0,0,1,0,0,0
213,0,0,1,0,0,0
214,0,0,1,0,0,0
215,0,0,1,0,0,0
216,0,0,1,0,0,0
217,0,0,1,0,0,0
218,1,0,0,0,0,0
219,1,0,0,0,0,0
220,1,0,0,0,0,0
221,1,0,0,0,0,0
222,1,0,0,0,0,0
223,1,0,0,0,0,0
224,1,0,0,0,0,0
225,0,0,0,0,1,0
226,0,0,0,0,1,0
227,0,0,0,0,1,0
228,0,0,0,0,1,0
229,0,0,0,0,1,0
230,0,0,0,0,1,0
231,0,0,0,0,1,0
232,0,0,0,0,1,0
233,0,0,0,0,1,0
234,0,0,0,0,1,0
235,0,0,0,0,1,0
236,0,0,0,0,1,0
237,0,0,0,0,1,0
238,0,0,0,0,1,0
239,0,0,0,0,1,0
240,0,0,0,0,1,0
241,0,0,0,0,1,0
242,1,0,0,0,0,0
243,1,0,0,0,0,0
244,1,0,0,0,0,0
245,1,0,0,0,0,0
246,1,0,0,0,0,0
247,1,0,0,0,0,0
248,1,0,0,0,0,0
249,1,0,0,0,0,0
250,1,0,0,0,0,0
251,1,0,0,0,0,0
252,1,0,0,0,0,0
253,1,0,0,0,0,0
254,1,0,0,0,0,0
255,1,0,0,0,0,0
256,1,0,0,0,0,0
257,1,0,0,0,0,0
258,1,0,0,0,0,0
259,1,0,0,0,0,0
260,1,0,0,0,0,0
261,1,0,0,0,0,0
262,1,0,0,0,0,0
263,1,0,0,0,0,0
264,1,0,0,0,0,0
265,1,0,0,0,0,0
266,1,0,0,0,0,0
267,1,0,0,0,0,0
268,1,0,0,0,0,0
269,1,0,0,0,0,0
270,1,0,0,0,0,0
271,1,0,0,0,0,0
272,1,0,0,0,0,0
273,1,0,0,0,0,0
274,1,0,0,0,0,0
275,1,0,0,0,0,0
276,1,0,0,0,0,0
277,1,0,0,0,0,0
278,1,0,0,0,0,0
279,1,0,0,0,0,0
280,1,0,0,0,0,0
281,1,0,0,0,0,0
282,1,0,0,0,0,0
283,1,0,0,0,0,0
284,1,0,0,0,0,0
285,1,0,0,0,0,0
286,1,0,0,0,0,0
287,1,0,0,0,0,0
288,1,0,0,0,0,0
289,0,0,0,0,1,0
290,0,0,0,0,1,0
291,1,0,0,0,0,0
292,1,0,0,0,0,0
293,1,0,0,0,0,0
294,1,0,0,0,0,0
295,1,0,0,0,0,0
296,1,0,0,0,0,0
297,0,0,1,0,0,0
298,0,0,1,0,0,0
299,0,0,1,0,0,0
300,0,0,1,0,0,0
301,0,0,1,0,0,0
302,0,0,1,0,0,0
303,0,0,1,0,0,0
304,0,0,1,0,0,0
305,0,0,1,0,0,0
306,0,0,1,0,0,0
307,0,0,1,0,0,0
308,0,0,1,0,0,0
309,0,0,1,0,0,0
310,0,0,1,0,0,0
311,0,0,1,0,0,0
312,0,0,1,0,0,0
313,0,0,1,0,0,0
314,0,0,1,0,0,0
315,1,0,0,0,0,0
316,1,0,0,0,0,0
317,0,0,1,0,0,0
318,0,0,1,0,0,0
319,0,0,1,0,0,0
320,0,0,1,0,0,0
321,0,0,1,0,0,0
322,0,0,1,0,0,0
323,0,0,1,0,0,0
324,0,0,1,0,0,0
325,0,0,1,0,0,0
326,0,0,1,0,0,0
327,0,0,1,0,0,0
328,0,0,1,0,0,0
329,0,0,1,0,0,0
330,0,0,1,0,0,0
331,0,0,1,0,0,0
332,0,0,1,0,0,0
333,0,0,1,0,0,0
334,0,0,1,0,0,0
335,0,0,1,0,0,0
336,0,0,1,0,0,0
337,0,0,1,0,0,0
338,0,0,1,0,0,0
339,0,0,1,0,0,0
340,0,0,1,0,0,0
341,0,0,1,0,0,0
342,0,0,1,0,0,0
343,0,0,1,0,0,0
344,0,0,1,0,0,0
345,0,0,1,0,0,0
346,0,0,1,0,0,0
347,0,0,1,0,0,0
348,0,0,1,0,0,0
349,0,0,1,0,0,0
350,0,0,1,0,0,0
351,0,0,1,0,0,0
352,0,0,1,0,0,0
353,0,0,1,0,0,0
354,0,0,1,0,0,0
355,0,0,1,0,0,0
356,0,0,1,0,0,0
357,0,0,1,0,0,0
358,0,0,1,0,0,0
359,0,0,1,0,0,0
360,0,0,1,0,0,0
361,0,0,1,0,0,0
362,0,0,1,0,0,0
363,0,0,1,0,0,0
364,0,0,1,0,0,0
365,0,0,1,0,0,0
366,0,0,1,0,0,0
367,0,0,1,0,0,0
368,0,0,1,0,0,0
369,0,0,1,0,0,0
370,0,0,1,0,0,0
371,0,0,1,0,0,0
372,0,0,1,0,0,0
373,0,0,1,0,0,0
374,0,0,1,0,0,0
375,0,0,1,0,0,0
376,0,0,1,0,0,0
377,0,0,1,0,0,0
378,0,0,1,0,0,0
379,0,0,1,0,0,0
380,0,0,1,0,0,0
381,0,0,1,0,0,0
382,0,0,1,0,0,0
383,0,0,1,0,0,0
384,0,0,1,0,0,0
385,0,0,1,0,0,0
386,0,0,1,0,0,0
387,0,0,1,0,0,0
388,0,0,1,0,0,0
389,0,0,1,0,0,0
390,0,0,1,0,0,0
391,1,0,0,0,0,0
392,1,0,0,0,0,0
393,1,0,0,0,0,0
394,1,0,0,0,0,0
395,1,0,0,0,0,0
396,0,0,1,0,0,0
397,0,0,1,0,0,0
398,0,0,1,0,0,0
399,0,0,1,0,0,0
400,0,0,1,0,0,0
401,0,0,1,0,0,0
402,0,0,1,0,0,0
403,0,0,1,0,0,0
404,0,0,1,0,0,0
405,0,0,1,0,0,0
406,0,0,1,0,0,0
407,0,0,1,0,0,0
408,0,0,1,0,0,0
409,0,0,1,0,0,0
410,0,0,1,0,0,0
411,0,0,1,0,0,0
412,0,0,1,0,0,0
413,0,0,1,0,0,0
414,0,0,1,0,0,0
415,0,0,1,0,0,0
416,0,0,1,0,0,0
417,0,0,1,0,0,0
418,0,0,1,0,0,0
419,0,0,1,0,0,0
420,0,0,1,0,0,0
421,0,0,1,0,0,0
422,0,0,1,0,0,0
423,0,0,1,0,0,0
424,0,0,1,0,0,0
425,0,0,1,0,0,0
426,0,0,1,0,0,0
427,0,0,1,0,0,0
428,0,0,1,0,0,0
429,0,0,1,0,0,0
430,0,0,1,0,0,0
431,0,0,1,0,0,0
432,0,0,1,0,0,0
433,1,0,0,0,0,0
434,1,0,0,0,0,0
435,0,0,1,0,0,0
436,0,0,1,0,0,0
437,0,0,1,0,0,0
438,1,0,0,0,0,0
439,1,0,0,0,0,0
440,1,0,0,0,0,0
441,1,0,0,0,0,0
442,1,0,0,0,0,0
443,0,0,1,0,0,0
444,0,0,1,0,0,0
445,0,0,1,0,0,0
446,0,0,1,0,0,0
447,0,0,1,0,0,0
448,0,0,1,0,0,0
449,0,0,1,0,0,0
450,0,0,1,0,0,0
451,0,0,1,0,0,0
452,0,0,1,0,0,0
453,0,0,1,0,0,0
454,0,0,1,0,0,0
455,0,0,1,0,0,0
456,0,0,1,0,0,0
457,0,0,1,0,0,0
458,0,0,1,0,0,0
459,0,0,1,0,0,0
460,1,0,0,0,0,0
461,1,0,0,0,0,0
462,1,0,0,0,0,0
463,1,0,0,0,0,0
464,1,0,0,0,0,0
465,1,0,0,0,0,0
466,1,0,0,0,0,0
467,0,0,1,0,0,0
468,0,0,1,0,0,0
469,0,0,1,0,0,0
470,0,0,1,0,0,0
471,1,0,0,0,0,0
472,1,0,0,0,0,0
473,1,0,0,0,0,0
474,1,0,0,0,0,0
475,1,0,0,0,0,0
476,0,0,1,0,0,0
477,0,0,1,0,0,0
478,0,0,1,0,0,0
479,0,0,1,0,0,0
480,0,0,1,0,0,0
481,0,0,1,0,0,0
482,0,0,1,0,0,0
483,0,0,1,0,0,0
484,0,0,1,0,0,0
485,0,0,1,0,0,0
486,0,0,1,0,0,0
487,0,0,1,0,0,0
488,0,0,1,0,0,0
489,0,0,1,0,0,0
490,0,0,1,0,0,0
491,0,0,1,0,0,0
492,0,0,1,0,0,0
493,0,0,1,0,0,0
494,1,0,0,0,0,0
495,1,0,0,0,0,0
496,1,0,0,0,0,0
497,1,0,0,0,0,0
498,1,0,0,0,0,0
499,0,0,1,0,0,0
500,0,0,1,0,0,0
501,0,0,1,0,0,0
502,0,0,1,0,0,0
503,0,0,1,0,0,0
504,0,0,1,0,0,0
505,0,0,1,0,0,0
506,0,0,1,0,0,0
507,0,0,1,0,0,0
508,0,0,1,0,0,0
509,0,0,1,0,0,0
510,0,0,1,0,0,0
511,0,0,1,0,0,0
512,0,0,1,0,0,0
513,0,0,1,0,0,0
514,1,0,0,0,0,0
515,1,0,0,0,0,0
516,1,0,0,0,0,0
517,1,0,0,0,0,0
518,1,0,0,0,0,0
519,1,0,0,0,0,0
520,0,0,1,0,0,0
521,0,0,1,0,0,0
522,0,0,1,0,0,0
523,0,0,1,0,0,0
524,0,0,0,0,1,0
525,0,0,0,0,1,0
526,0,0,0,0,1,0
527,0,0,0,0,1,0
528,0,0,0,0,1,0
529,0,0,0,0,1,0
530,0,0,0,0,1,0
531,0,0,0,0,1,0
532,0,0,0,0,1,0
533,0,0,0,0,1,0
534,0,0,0,0,1,0
535,0,0,0,0,1,0
536,0,0,0,0,1,0
537,0,0,0,0,1,0
538,0,0,0,0,1,0
539,1,0,0,0,0,0
540,1,0,0,0,0,0
541,1,0,0,0,0,0
542,1,0,0,0,0,0
543,1,0,0,0,0,0
544,1,0,0,0,0,0
545,1,0,0,0,0,0
546,1,0,0,0,0,0
547,1,0,0,0,0,0
548,1,0,0,0,0,0
549,1,0,0,0,0,0
550,1,0,0,0,0,0
551,1,0,0,0,0,0
552,1,0,0,0,0,0
553,1,0,0,0,0,0
554,1,0,0,0,0,0
555,1,0,0,0,0,0
556,1,0,0,0,0,0
557,1,0,0,0,0,0
558,1,0,0,0,0,0
559,1,0,0,0,0,0
560,0,0,1,0,0,0
561,0,0,1,0,0,0
562,0,0,1,0,0,0
563,0,0,1,0,0,0
564,0,0,1,0,0,0
565,0,0,1,0,0,0
566,0,0,1,0,0,0
567,0,0,1,0,0,0
568,0,0,1,0,0,0
569,0,0,1,0,0,0
570,0,0,1,0,0,0
571,0,0,1,0,0,0
572,0,0,1,0,0,0
573,0,0,1,0,0,0
574,0,0,1,0,0,0
575,0,0,1,0,0,0
576,0,0,1,0,0,0
577,0,0,1,0,0,0
578,0,0,1,0,0,0
579,0,0,1,0,0,0
580,0,0,1,0,0,0
581,0,0,1,0,0,0
582,0,0,1,0,0,0
583,0,0,1,0,0,0
584,0,0,1,0,0,0
585,0,0,1,0,0,0
586,0,0,1,0,0,0
587,0,0,1,0,0,0
588,0,0,1,0,0,0
589,0,0,1,0,0,0
590,1,0,0,0,0,0
591,1,0,0,0,0,0
592,1,0,0,0,0,0
593,1,0,0,0,0,0
594,0,0,1,0,0,0
595,0,0,1,0,0,0
596,0,0,1,0,0,0
597,0,0,1,0,0,0
598,0,0,1,0,0,0
599,0,0,1,0,0,0
600,0,0,1,0,0,0
601,0,0,1,0,0,0
602,0,0,1,0,0,0
603,0,0,1,0,0,0
604,0,0,1,0,0,0
605,0,0,1,0,0,0
606,0,0,1,0,0,0
607,0,0,1,0,0,0
608,0,0,1,0,0,0
609,0,0,1,0,0,0
610,1,0,0,0,0,0
611,1,0,0,0,0,0
612,0,0,1,0,0,0
613,0,0,1,0,0,0
614,0,0,1,0,0,0
615,0,0,1,0,0,0
616,0,0,1,0,0,0
617,0,0,1,0,0,0
618,0,0,1,0,0,0
619,0,0,1,0,0,0
620,0,0,1,0,0,0
621,0,0,1,0,0,0
622,0,0,1,0,0,0
623,0,0,1,0,0,0
624,0,0,1,0,0,0
625,0,0,1,0,0,0
626,0,0,1,0,0,0
627,1,0,0,0,0,0
628,0,0,1,0,0,0
629,0,0,1,0,0,0
630,0,0,1,0,0,0
631,0,0,1,0,0,0
632,0,0,1,0,0,0
633,0,0,1,0,0,0
634,0,0,1,0,0,0
635,0,0,1,0,0,0
636,0,0,1,0,0,0
637,0,0,1,0,0,0
638,0,0,1,0,0,0
639,1,0,0,0,0,0
640,1,0,0,0,0,0
641,1,0,0,0,0,0
642,1,0,0,0,0,0
643,1,0,0,0,0,0
644,1,0,0,0,0,0
645,1,0,0,0,0,0
646,1,0,0,0,0,0
647,1,0,0,0,0,0
648,1,0,0,0,0,0
649,1,0,0,0,0,0
650,1,0,0,0,0,0
651,1,0,0,0,0,0
652,1,0,0,0,0,0
653,1,0,0,0,0,0
654,1,0,0,0,0,0
655,1,0,0,0,0,0
656,1,0,0,0,0,0
657,1,0,0,0,0,0
658,1,0,0,0,0,0
659,1,0,0,0,0,0
660,1,0,0,0,0,0
661,0,0,0,0,1,0
662,1,0,0,0,0,0
663,1,0,0,0,0,0
664,1,0,0,0,0,0
665,1,0,0,0,0,0
666,1,0,0,0,0,0
667,1,0,0,0,0,0
668,1,0,0,0,0,0
669,1,0,0,0,0,0
670,1,0,0,0,0,0
671,0,0,0,1,0,0
672,0,0,0,1,0,0
673,0,0,0,1,0,0
674,0,0,0,1,0,0
675,0,0,0,1,0,0
676,1,0,0,0,0,0
677,1,0,0,0,0,0
678,1,0,0,0,0,0
679,1,0,0,0,0,0
680,1,0,0,0,0,0
681,1,0,0,0,0,0
682,1,0,0,0,0,0
683,1,0,0,0,0,0
684,1,0,0,0,0,0
685,1,0,0,0,0,0
686,1,0,0,0,0,0
687,1,0,0,0,0,0
688,1,0,0,0,0,0
689,1,0,0,0,0,0
690,1,0,0,0,0,0
691,1,0,0,0,0,0
692,1,0,0,0,0,0
693,1,0,0,0,0,0
694,1,0,0,0,0,0
695,1,0,0,0,0,0
696,1,0,0,0,0,0
697,1,0,0,0,0,0
698,1,0,0,0,0,0
699,1,0,0,0,0,0
700,1,0,0,0,0,0
701,1,0,0,0,0,0
702,1,0,0,0,0,0
703,0,0,0,0,1,0
704,0,0,0,0,1,0
705,0,0,0,0,1,0
706,0,0,0,0,1,0
707,0,0,0,0,1,0
708,0,0,0,0,1,0
709,0,0,0,0,1,0
710,0,0,0,0,1,0
711,0,0,0,0,1,0
712,0,0,0,0,1,0
713,0,0,0,0,1,0
714,0,0,0,0,1,0
715,0,0,0,0,1,0
716,0,0,0,0,1,0
717,0,0,0,0,1,0
718,1,0,0,0,0,0
719,1,0,0,0,0,0
720,1,0,0,0,0,0
721,1,0,0,0,0,0
722,1,0,0,0,0,0
723,0,1,0,0,0,0
724,1,0,0,0,0,0
725,0,1,0,0,0,0
726,0,1,0,0,0,0
727,0,1,0,0,0,0
728,0,1,0,0,0,0
729,0,1,0,0,0,0
730,0,1,0,0,0,0
731,0,1,0,0,0,0
732,0,1,0,0,0,0
733,0,1,0,0,0,0
734,0,1,0,0,0,0
735,1,0,0,0,0,0
736,0,1,0,0,0,0
737,1,0,0,0,0,0
738,0,1,0,0,0,0
739,1,0,0,0,0,0
740,0,1,0,0,0,0
741,1,0,0,0,0,0
742,0,1,0,0,0,0
743,1,0,0,0,0,0
744,1,0,0,0,0,0
745,1,0,0,0,0,0
746,1,0,0,0,0,0
747,1,0,0,0,0,0
748,1,0,0,0,0,0
749,1,0,0,0,0,0
750,1,0,0,0,0,0
751,0,0,0,0,1,0
752,0,0,0,0,1,0
753,0,0,0,0,1,0
754,0,0,0,0,1,0
755,0,0,0,0,1,0
756,0,0,0,0,1,0
757,0,0,0,0,1,0
758,0,0,0,0,1,0
759,0,0,0,0,1,0
760,0,0,0,0,1,0
761,0,0,0,0,1,0
762,0,0,0,0,1,0
763,0,0,0,0,1,0
764,0,0,0,0,1,0
765,0,0,0,0,1,0
766,0,0,0,0,1,0
767,0,0,0,0,1,0
768,0,0,0,0,1,0
769,0,0,0,0,1,0
770,0,0,0,0,1,0
771,0,0,0,0,1,0
772,0,0,0,0,1,0
773,0,0,0,0,1,0
774,0,0,0,0,1,0
775,0,0,0,0,1,0
776,0,0,0,0,1,0
777,0,0,0,0,1,0
778,0,0,0,0,1,0
779,0,0,0,0,1,0
780,0,0,0,0,1,0
781,0,0,0,0,1,0
782,0,0,0,0,1,0
783,0,0,0,0,1,0
784,0,0,0,0,1,0
785,0,0,0,0,1,0
786,0,0,0,0,1,0
787,0,0,0,0,1,0
788,1,0,0,0,0,0
789,1,0,0,0,0,0
790,1,0,0,0,0,0
791,1,0,0,0,0,0
792,1,0,0,0,0,0
793,1,0,0,0,0,0
794,1,0,0,0,0,0
795,1,0,0,0,0,0
796,1,0,0,0,0,0
797,1,0,0,0,0,0
798,1,0,0,0,0,0
799,1,0,0,0,0,0
800,1,0,0,0,0,0
801,1,0,0,0,0,0
802,1,0,0,0,0,0
803,1,0,0,0,0,0
804,1,0,0,0,0,0
805,1,0,0,0,0,0
806,1,0,0,0,0,0
807,1,0,0,0,0,0
808,1,0,0,0,0,0
809,1,0,0,0,0,0
810,1,0,0,0,0,0
811,1,0,0,0,0,0
812,1,0,0,0,0,0
813,1,0,0,0,0,0
814,1,0,0,0,0,0
815,1,0,0,0,0,0
816,1,0,0,0,0,0
817,1,0,0,0,0,0
818,1,0,0,0,0,0
819,1,0,0,0,0,0
820,1,0,0,0,0,0
821,1,0,0,0,0,0
822,1,0,0,0,0,0
823,1,0,0,0,0,0
824,1,0,0,0,0,0
825,1,0,0,0,0,0
826,1,0,0,0,0,0
827,1,0,0,0,0,0
828,1,0,0,0,0,0
829,1,0,0,0,0,0
830,1,0,0,0,0,0
831,1,0,0,0,0,0
832,1,0,0,0,0,0
833,1,0,0,0,0,0
834,0,0,0,0,1,0
835,0,0,0,0,1,0
836,0,0,0,0,1,0
837,0,0,0,0,1,0
838,0,0,0,0,1,0
839,0,0,0,0,1,0
840,0,0,0,0,1,0
841,0,0,0,0,1,0
842,0,0,0,0,1,0
843,0,0,0,0,1,0
844,0,0,0,0,1,0
845,0,0,0,0,1,0
846,0,0,0,0,1,0
847,0,0,0,0,1,0
848,0,0,0,0,1,0
849,0,0,0,0,1,0
850,0,0,0,0,1,0
851,0,0,0,0,1,0
852,0,0,0,0,1,0
853,0,0,0,0,1,0
854,0,0,0,0,1,0
855,0,0,0,0,1,0
856,0,0,0,0,1,0
857,0,0,0,0,1,0
858,0,0,0,0,1,0
859,0,0,0,0,1,0
860,0,0,0,0,1,0
861,0,0,0,0,1,0
862,0,0,0,0,1,0
863,0,0,0,0,1,0
864,0,0,0,0,1,0
865,0,0,0,0,1,0
866,0,0,0,0,1,0
867,0,0,0,0,1,0
868,0,0,0,0,1,0
869,0,0,0,0,1,0
870,0,0,0,0,1,0
871,0,0,0,0,1,0
872,0,0,0,0,1,0
873,0,0,0,0,1,0
874,0,0,0,0,1,0
875,0,0,0,0,1,0
876,0,0,0,0,0,1
877,0,0,0,0,1,0
878,0,0,0,0,0,1
879,0,0,0,0,0,1
880,0,0,0,0,0,1
881,0,0,0,0,0,1
882,0,0,0,0,0,1
883,0,0,0,0,0,1
884,0,0,0,0,0,1
885,0,0,0,0,0,1
886,0,0,0,0,0,1
887,0,0,0,0,0,1
888,0,0,0,0,0,1
889,0,0,0,0,0,1
890,0,0,0,0,0,1
891,0,0,0,0,0,1
892,0,0,0,0,0,1
893,0,0,0,0,0,1
894,0,0,0,0,0,1
895,0,0,0,0,0,1
896,0,0,0,0,0,1
897,0,0,0,0,0,1
898,0,0,0,0,0,1
899,0,0,0,0,0,1
900,0,0,0,0,0,1
901,0,0,0,0,0,1
902,0,0,0,0,0,1
903,0,0,0,0,0,1
904,0,0,0,0,0,1
905,0,0,0,0,0,1
906,0,0,0,0,0,1
907,0,0,0,0,0,1
908,0,0,0,0,0,1
909,0,0,0,0,0,1
910,0,0,0,0,0,1
911,0,0,0,0,0,1
912,1,0,0,0,0,0
913,1,0,0,0,0,0
914,1,0,0,0,0,0
915,1,0,0,0,0,0
916,1,0,0,0,0,0
917,1,0,0,0,0,0
918,1,0,0,0,0,0
919,1,0,0,0,0,0
920,0,1,0,0,0,0
921,0,1,0,0,0,0
922,0,1,0,0,0,0
923,0,1,0,0,0,0
924,0,1,0,0,0,0
925,0,1,0,0,0,0
926,0,1,0,0,0,0
927,0,1,0,0,0,0
928,0,1,0,0,0,0
929,0,1,0,0,0,0
930,0,1,0,0,0,0
931,0,1,0,0,0,0
932,0,1,0,0,0,0
933,0,1,0,0,0,0
934,0,1,0,0,0,0
935,0,1,0,0,0,0
936,0,1,0,0,0,0
937,0,1,0,0,0,0
938,0,1,0,0,0,0
939,0,1,0,0,0,0
940,0,1,0,0,0,0
941,0,1,0,0,0,0
942,0,1,0,0,0,0
943,0,1,0,0,0,0
944,0,1,0,0,0,0
945,0,1,0,0,0,0
946,0,1,0,0,0,0
947,1,0,0,0,0,0
948,1,0,0,0,0,0
949,1,0,0,0,0,0
950,1,0,0,0,0,0
951,1,0,0,0,0,0
952,1,0,0,0,0,0
953,1,0,0,0,0,0
954,1,0,0,0,0,0
955,1,0,0,0,0,0
956,1,0,0,0,0,0
957,1,0,0,0,0,0
958,1,0,0,0,0,0
959,1,0,0,0,0,0
960,1,0,0,0,0,0
961,1,0,0,0,0,0
962,1,0,0,0,0,0
963,1,0,0,0,0,0
964,0,0,1,0,0,0
965,0,0,1,0,0,0
966,0,0,1,0,0,0
967,1,0,0,0,0,0
968,1,0,0,0,0,0
969,1,0,0,0,0,0
970,0,0,1,0,0,0
971,0,0,1,0,0,0
972,0,0,1,0,0,0
973,0,0,1,0,0,0
974,0,0,1,0,0,0
975,0,0,1,0,0,0
976,0,0,1,0,0,0
977,0,0,1,0,0,0
978,0,0,1,0,0,0
979,0,0,1,0,0,0
980,0,0,1,0,0,0
981,0,0,1,0,0,0
982,0,0,1,0,0,0
983,0,0,1,0,0,0
984,0,0,1,0,0,0
985,0,0,1,0,0,0
986,0,0,1,0,0,0
987,0,0,1,0,0,0
988,0,0,1,0,0,0
989,0,0,1,0,0,0
990,0,0,1,0,0,0
991,0,0,1,0,0,0
992,0,0,1,0,0,0
993,0,0,1,0,0,0
994,0,0,1,0,0,0
995,0,0,1,0,0,0
